sub_dir,f1_std,f1_mean,mmd_std,mmd_mean,recall_std,recall_mean,precision_std,precision_mean
reachactleakydatasetgridlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,4.99989647275179E-06,0.0000149998964727418,0.104764795138579,1.17291477774743,0.486852133609374,0.485,0,0
reachactleakydatasetIMDBBINARYlr00003beta20e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,0.0572711095835591,0.718925594576742,0.0244835192599413,0.0813669174909592,0.0427814212012645,0.6335,0.103591746775503,0.8375
reachactleakydatasetlobsterlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,0.0368031341961919,0.89944274108784,0.0388304802659033,0.043054473400116,0.0714142842854285,0.87,0.0229128784747792,0.935
reachactleakydatasetMUTAGlr00001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,0.108724395085544,0.519814990449433,0.000500708066148637,0.00213772058486938,0.07824246709115,0.8,0.10786263964168,0.394736842105263
reachactleakydatasetogbgmolbbbplr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,0.0442316613093786,0.687777709360549,0.0107616615034481,0.0132673144340515,0.0656574600247465,0.586519607843137,0.0332553205980876,0.839031339031339
reachactleakydatasetPTClr00003beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,0.113390820179652,0.823590116517411,0.0000899604955878977,0.00180611610412598,0.176317913784383,0.908695652173913,0.0948251466838005,0.772463768115942
reachactleakydatasettriangulargridlr00003beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,4.58248404527494E-06,0.0000169998600027999,0.136847619907847,1.11692026956007,0.458257569495584,0.7,0,0
reachactleakydatasetDDlr00003beta20e10000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,0.1714342216452002,0.7995235491356038,0.0,0.0005311965942382812,0.0,1.0,0.20977134459509122,0.6956521739130433
