dataset Name (DN),GNN,Cleaned DN,Test_auc,Test_acc,Test_ap,conf_mtrx,train_auc,train_acc,train_ap
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetgridlr00003beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,grid__GCN,0.6331443834304513,0.5754364089775561,0.6191849538693,"[[267 535]
 [146 656]]",0.8744973471413033,0.6717930793428871,0.8646566884135847
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetgridlr00003beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,grid__GCN,0.6869570151926916,0.6265586034912718,0.6579317372708641,"[[351 451]
 [148 654]]",0.8950509699008751,0.6925900034952813,0.8792784975805945
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetgridlr00003beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,grid__GCN,0.6624919932089974,0.6059850374064838,0.6467185387309922,"[[293 509]
 [123 679]]",0.885404433130967,0.6724921356169171,0.8720592558855234
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetgridlr00003beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,grid__GCN,0.6750300060323008,0.580423940149626,0.6664927583368847,"[[204 598]
 [ 75 727]]",0.8473664013909779,0.6148199930094372,0.8292097077398171
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetgridlr00003beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,grid__GCN,0.709661320514176,0.6072319201995012,0.7033968840344431,"[[294 508]
 [122 680]]",0.8788451912881607,0.688395665851101,0.8613493533196463
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetgridlr00003beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,grid__GCN,0.6504235048289502,0.5536159600997507,0.6473689350075968,"[[182 620]
 [ 96 706]]",0.8638753446566115,0.6281020622160084,0.8361676870235102
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetgridlr00003beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,grid__GCN,0.6562109377429244,0.5635910224438903,0.6509787417898121,"[[205 597]
 [103 699]]",0.846094368198877,0.6261796574624258,0.8305257429742157
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetgridlr00003beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,grid__GCN,0.6401483821618025,0.5511221945137157,0.6448641436760227,"[[199 603]
 [117 685]]",0.8488199790820665,0.6284515903530234,0.8269115414692974
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetgridlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,grid__GCN,0.7363115383675896,0.6186161449752883,0.7150027631732508,"[[ 388  826]
 [ 100 1114]]",0.8818076898578497,0.6654249126891735,0.8641144988523668
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetgridlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,grid__GCN,0.7165903557887252,0.6280889621087314,0.6942972504944629,"[[ 463  751]
 [ 152 1062]]",0.8844750576312441,0.6915017462165308,0.8710647897853758
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetgridlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,grid__GCN,0.7140574407855632,0.5959637561779242,0.6990743696848294,"[[ 312  902]
 [  79 1135]]",0.8788950792878527,0.6422584400465657,0.8617160919747668
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetgridlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,grid__GCN,0.7309268039810124,0.6392092257001647,0.7168597463921886,"[[ 474  740]
 [ 136 1078]]",0.8854260781887593,0.6884749708963912,0.8723997425210637
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetgridlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,grid__GCN,0.722247176678455,0.6239703459637562,0.7038730682196329,"[[ 417  797]
 [ 116 1098]]",0.8853496702042741,0.6622817229336437,0.865438589512902
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetgridlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,grid__GCN,0.7104826583869137,0.6021416803953872,0.7062260778168234,"[[ 367  847]
 [ 119 1095]]",0.8810682210275098,0.6525029103608847,0.8620484864077734
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetgridlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,grid__GCN,0.7308545416054868,0.6239703459637562,0.7074451762419975,"[[ 411  803]
 [ 110 1104]]",0.8730538122000702,0.659604190919674,0.8548302668327735
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetgridlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,grid__GCN,0.7298486357677725,0.6478583196046128,0.6978188493986495,"[[ 495  719]
 [ 136 1078]]",0.8919954030527957,0.6932479627473807,0.8786411783780217
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetgridlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,grid__GCN,0.733466843443733,0.6264415156507414,0.7237450977292704,"[[ 435  779]
 [ 128 1086]]",0.8724355282220304,0.6646100116414435,0.8572962075980585
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetgridlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,grid__GCN,0.7344975152599139,0.6350906095551895,0.7056021881063681,"[[ 441  773]
 [ 113 1101]]",0.895063187695577,0.6725261932479627,0.8724779492942667
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.714710562414266,0.5222222222222223,0.7176297262970892,"[[ 68 607]
 [ 38 637]]",0.851220880140866,0.5494571773220748,0.8403250646941178
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.6920493827160494,0.5281481481481481,0.7155391135893121,"[[ 79 596]
 [ 41 634]]",0.8221079327015963,0.5615199034981906,0.8155897197729345
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.7164444444444446,0.5244444444444445,0.7324420811658405,"[[ 74 601]
 [ 41 634]]",0.8328549308838611,0.5470446320868516,0.8240976613797559
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.7219358024691358,0.5140740740740741,0.7445955041685426,"[[ 57 618]
 [ 38 637]]",0.8647672359477971,0.5532770406111781,0.8521876294573968
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.7158935528120713,0.5274074074074074,0.7256900513864517,"[[ 66 609]
 [ 29 646]]",0.8331223447572734,0.5504624045034178,0.8244403354870116
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.7038178326474623,0.5296296296296297,0.7084614982947463,"[[ 63 612]
 [ 23 652]]",0.8181007665271555,0.5558906312826699,0.8096344615778766
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.7133058984910837,0.5155555555555555,0.7354723106296264,"[[ 56 619]
 [ 35 640]]",0.8358065074697232,0.5404101326899879,0.8298945376741883
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.7187445816186557,0.5259259259259259,0.7110051531743847,"[[ 74 601]
 [ 39 636]]",0.8464672509352614,0.5528749497386409,0.8393366568746429
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.730798353909465,0.5155555555555555,0.7363094686563967,"[[ 41 634]
 [ 20 655]]",0.8228049225494081,0.524929634097306,0.8245385316328829
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.7192570644718793,0.5170370370370371,0.7309114846362048,"[[ 50 625]
 [ 27 648]]",0.8305421404006907,0.5414153598713309,0.8205502187322214
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00003beta20e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.7470024894579078,0.5236625514403292,0.7550058831130989,"[[ 59 427]
 [ 36 450]]",0.8463004724144341,0.5700169395821569,0.8388153619039199
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00003beta20e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.7335073413605648,0.565843621399177,0.7533824373841906,"[[104 382]
 [ 40 446]]",0.8598623407868983,0.6024844720496895,0.8576970652665451
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00003beta20e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.7311300784094565,0.5318930041152263,0.7303657982859549,"[[ 60 426]
 [ 29 457]]",0.8430319588348706,0.5615471485036703,0.8373153125456584
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00003beta20e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.734775356060221,0.5349794238683128,0.7570937763976159,"[[ 78 408]
 [ 44 442]]",0.8463444713291275,0.5798983625070582,0.8377024452338011
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00003beta20e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.7762811393927078,0.5421810699588477,0.7801891426325076,"[[ 63 423]
 [ 22 464]]",0.8484533903236183,0.5584415584415584,0.842387992216131
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00003beta20e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.7598414029026741,0.5596707818930041,0.7778094449994455,"[[ 90 396]
 [ 32 454]]",0.8384004353979557,0.5866741953698476,0.8343506630593794
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00003beta20e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.7362973970770039,0.5236625514403292,0.7357739456940354,"[[ 48 438]
 [ 25 461]]",0.8471726393067811,0.5688876341050254,0.8399726264574738
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00003beta20e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.755586462090806,0.5277777777777778,0.7589628477038324,"[[ 53 433]
 [ 26 460]]",0.8444125044915559,0.554488989271598,0.8386140989450792
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00003beta20e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.7504678318007079,0.5524691358024691,0.7570888099670892,"[[ 87 399]
 [ 36 450]]",0.8624734213077816,0.585544889892716,0.8540397018480623
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetIMDBBINARYlr00003beta20e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,IMDBBINARY__GCN,0.6977848905146573,0.5133744855967078,0.6997796100015417,"[[ 51 435]
 [ 38 448]]",0.8344980823806345,0.5666290231507622,0.8295644644474989
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetlobsterlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,lobster__GCN,0.4806625043357614,0.4731182795698925,0.5274960340434791,"[[  8 178]
 [ 18 168]]",0.7588640803278655,0.5150645624103299,0.7631766332130285
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetlobsterlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,lobster__GCN,0.4757775465371719,0.521505376344086,0.5049855079155962,"[[ 10 176]
 [  2 184]]",0.768720834731345,0.5229555236728838,0.754696007995561
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetlobsterlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,lobster__GCN,0.43759394149612674,0.42473118279569894,0.4875000829554097,"[[  8 178]
 [ 36 150]]",0.7483620105844067,0.5509325681492109,0.7418096683193913
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetlobsterlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,lobster__GCN,0.485460746907157,0.4838709677419355,0.5273885563068673,"[[ 17 169]
 [ 23 163]]",0.7994520480271053,0.5430416068866571,0.7952765215036014
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetlobsterlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,lobster__GCN,0.5069516707133772,0.45698924731182794,0.5320378030961794,"[[  9 177]
 [ 25 161]]",0.7609266193092347,0.5215208034433285,0.7808780284748488
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetlobsterlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,lobster__GCN,0.49988437969707483,0.46236559139784944,0.5771359695602178,"[[  4 182]
 [ 18 168]]",0.7596339302071391,0.5200860832137734,0.7648140572780412
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetlobsterlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,lobster__GCN,0.450890276332524,0.489247311827957,0.4860947501679215,"[[  8 178]
 [ 12 174]]",0.7630406188440313,0.5129124820659972,0.7549733026668103
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetlobsterlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,lobster__GCN,0.44499364088333915,0.4650537634408602,0.5002290545905685,"[[ 13 173]
 [ 26 160]]",0.7590287540988331,0.5351506456241033,0.7629998886654411
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetlobsterlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,lobster__GCN,0.4766157937333796,0.4650537634408602,0.5213914100332313,"[[  9 177]
 [ 22 164]]",0.7636375612637889,0.5322812051649928,0.7595674236257396
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetlobsterlr0001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,lobster__GCN,0.45930165337033185,0.4838709677419355,0.49573888570430724,"[[  6 180]
 [ 12 174]]",0.7791662978660338,0.5157819225251076,0.7693529769473555
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.5100436179981634,0.5075757575757576,0.5059076024997581,"[[51 81]
 [49 83]]",0.9175040402349316,0.7245841035120147,0.908193335981307
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.5265725436179982,0.5492424242424242,0.5251387099994942,"[[49 83]
 [36 96]]",0.9122918809215496,0.7255083179297597,0.9047550878214563
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.579143709825528,0.5681818181818182,0.5359946823812076,"[[58 74]
 [40 92]]",0.9100419911097748,0.7292051756007394,0.9080144366155549
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.5460858585858586,0.5833333333333334,0.5146192993598551,"[[ 46  86]
 [ 24 108]]",0.9174835400999722,0.6820702402957486,0.9071424391247087
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.6129476584022039,0.5833333333333334,0.6088198144686486,"[[ 50  82]
 [ 28 104]]",0.9020503551648382,0.7125693160813309,0.8995291832634515
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.5644513314967861,0.5643939393939394,0.5311390021774072,"[[51 81]
 [34 98]]",0.9282973612909617,0.7236598890942699,0.921697823203723
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.5726584022038568,0.5568181818181818,0.5653471281051391,"[[57 75]
 [42 90]]",0.9338699813107103,0.7624768946395564,0.9342904095912732
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.5813246097337007,0.5454545454545454,0.5745482116683767,"[[46 86]
 [34 98]]",0.9028122768474892,0.7190388170055453,0.8899685324132137
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.5365013774104683,0.5303030303030303,0.5278030896985815,"[[44 88]
 [36 96]]",0.9015583519258168,0.7005545286506469,0.8920637448264838
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta1e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.5861168503213957,0.5871212121212122,0.5564957881867953,"[[65 67]
 [42 90]]",0.9138481828338703,0.7495378927911276,0.9150148146149792
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.5431624173214993,0.5639097744360902,0.5165444504091673,"[[70 63]
 [53 80]]",0.9376740407750215,0.7680890538033395,0.9367877685268053
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.5964158516592233,0.5639097744360902,0.561629000690548,"[[52 81]
 [35 98]]",0.9130561990355258,0.7077922077922078,0.9101295672415296
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.6108881225620442,0.6090225563909775,0.5793870200479346,"[[65 68]
 [36 97]]",0.9148942761452701,0.7523191094619666,0.903672535252426
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.5791452314998022,0.575187969924812,0.5640504419044328,"[[58 75]
 [38 95]]",0.9338257819572423,0.7560296846011132,0.9275112725995143
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.5859008423313924,0.5676691729323309,0.5671797148582062,"[[60 73]
 [42 91]]",0.9413433108105782,0.7504638218923934,0.9400439814463207
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.5595567867036011,0.5639097744360902,0.5215247970860161,"[[60 73]
 [43 90]]",0.9130080097480044,0.7476808905380334,0.9110886250014446
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.5719938945107129,0.5864661654135338,0.5333928116342257,"[[ 56  77]
 [ 33 100]]",0.9126706847353547,0.725417439703154,0.9036843668325536
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.5269659110181468,0.5488721804511278,0.5064871761238595,"[[54 79]
 [41 92]]",0.9178544752358693,0.7198515769944341,0.9117820260888481
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.5515574650912998,0.5601503759398496,0.5272914631169305,"[[63 70]
 [47 86]]",0.9415291837767322,0.7690166975881262,0.9411845967940392
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetMUTAGlr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,MUTAG__GCN,0.5261179263949347,0.5,0.5370203774247971,"[[39 94]
 [39 94]]",0.8949335848355197,0.6957328385899815,0.8850170685218821
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetogbgmolbbbplr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,ogbgmolbbbp__GCN,0.5820192873683037,0.5322061191626409,0.614743668533936,"[[357 885]
 [277 965]]",0.8872575918691513,0.6295143212951432,0.8757804159477449
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetogbgmolbbbplr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,ogbgmolbbbp__GCN,0.5711938046006519,0.5249597423510467,0.5822075710424076,"[[ 252  990]
 [ 190 1052]]",0.862359090486916,0.6014943960149439,0.8416669958162563
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetogbgmolbbbplr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,ogbgmolbbbp__GCN,0.5780706667600177,0.5289855072463768,0.6029145578963404,"[[315 927]
 [243 999]]",0.8817189793153218,0.6386467413864674,0.8724127363811821
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetogbgmolbbbplr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,ogbgmolbbbp__GCN,0.5756315459196506,0.5237520128824477,0.6070334835675194,"[[312 930]
 [253 989]]",0.8524592812238456,0.6283727687837277,0.8340697750713738
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetogbgmolbbbplr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,ogbgmolbbbp__GCN,0.5745382363389785,0.5366344605475041,0.5962205722453218,"[[412 830]
 [321 921]]",0.9084501293320107,0.66417600664176,0.8955148010151296
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetogbgmolbbbplr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,ogbgmolbbbp__GCN,0.5698836482635404,0.5233494363929146,0.6009825335923624,"[[353 889]
 [295 947]]",0.8777300289267398,0.6460149439601495,0.8606634880904637
,,,,,,,,,
C:/git/AAAI/Nips-2023/LastCandidates_AcuumulateiveReachability\reachactleakydatasetogbgmolbbbplr00001beta4e40000stepsofreachability3argstepnum2NumDecLayers4decoderFCR,GCN,ogbgmolbbbp__GCN,0.5688869311095034,0.5157004830917874,0.6013375244850816,"[[296 946]
 [257 985]]",0.8589763919755049,0.6206932337069323,0.8451791789865406
,,,,,,,,,
